id_funcionario,departmento,regiao,educacao,genero,canal_recrutamento,numero_treinamentos,idade,aval_ano_anterior,tempo_servico,promovido
47468,Legal,Sul,Superior,M,Outsourcing,1,35,1,7,0
37755,Analytics,Nordeste,Mestrado ou Doutorado,M,Outsourcing,2,31,3,3,0
53873,Analytics,Sul,Superior,M,Outro,2,32,4,7,0
55022,Marketing,Sudeste,Superior,M,Outro,2,37,1,4,0
46742,Analytics,Sudeste,Superior,M,Outsourcing,3,29,3,3,0
12512,Logistica,Sudeste,Superior,M,Outsourcing,1,37,5,7,0
2696,Logistica,Centro,Superior,F,Outro,1,27,3,4,0
1538,Contabilidade,Nordeste,Superior,M,Outro,1,28,2,3,0
2794,Marketing,Nordeste,Mestrado ou Doutorado,M,Outro,1,46,5,2,0
38092,Logistica,Nordeste,Superior,M,Outsourcing,1,27,4,3,0
15134,Marketing,Nordeste,Superior,F,Outsourcing,1,31,3,4,0
44961,Marketing,Norte,Superior,M,Outro,1,39,1,8,0
5096,Tecnologia,Norte,Superior,M,Outro,1,28,5,4,0
67983,Tecnologia,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,34,1,4,0
22539,Logistica,Nordeste,Superior,M,Outro,1,54,5,11,0
3115,Logistica,Nordeste,Superior,F,Outsourcing,1,37,5,7,0
67547,Logistica,Nordeste,Superior,M,Outro,1,29,3,4,0
72042,Marketing,Sul,Superior,M,Outro,2,35,2,7,0
57759,Analytics,Nordeste,,M,Outsourcing,1,31,5,5,0
44206,Marketing,Sul,Superior,M,Outro,1,28,3,3,0
24442,Marketing,Sul,Mestrado ou Doutorado,M,Outsourcing,1,49,4,19,0
36712,Marketing,Nordeste,Mestrado ou Doutorado,M,Outro,2,30,1,8,0
70420,Marketing,Sul,Superior,M,Outsourcing,1,48,1,18,0
47510,Marketing,Sul,Mestrado ou Doutorado,M,Outro,1,49,4,19,0
1196,Analytics,Sudeste,Superior,M,Outro,1,27,4,3,0
49269,Analytics,Norte,Superior,M,Outro,2,37,3,10,1
67981,Logistica,Sudeste,Superior,M,Outsourcing,1,29,5,4,0
4292,Logistica,Centro,Superior,F,Outro,1,30,4,4,0
30457,Analytics,Sudeste,Superior,M,Outro,1,27,3,4,0
12546,Marketing,Sul,Mestrado ou Doutorado,F,Outsourcing,1,41,5,2,0
8010,Legal,Sul,Superior,F,Outro,1,27,3,2,0
69949,Tecnologia,Sul,Superior,F,Outro,2,34,1,5,0
46992,Tecnologia,Nordeste,Superior,M,Outro,1,28,5,3,1
71742,Logistica,Norte,Superior,M,Outsourcing,2,31,5,4,0
19584,Marketing,Sul,Superior,M,Outsourcing,2,32,1,3,0
33371,Marketing,Nordeste,Superior,M,Outro,1,29,4,8,0
22754,Contabilidade,Sul,Superior,F,Outro,1,27,1,5,0
55964,Legal,Nordeste,Mestrado ou Doutorado,M,Outro,1,34,4,7,0
54203,Marketing,Sul,Superior,M,Outro,5,45,3,7,0
37499,Marketing,Sudeste,,M,Outro,1,25,5,2,0
45201,Logistica,Norte,,M,Outsourcing,1,30,5,5,0
51630,Analytics,Nordeste,Superior,F,Outsourcing,2,25,4,3,0
3981,Marketing,Norte3,Superior,M,Outro,2,30,2,4,0
33665,Pesquisa,Sul,Mestrado ou Doutorado,M,Outro,2,37,3,2,0
3508,Analytics,Norte,Mestrado ou Doutorado,M,Outro,1,40,5,6,0
44402,Logistica,Nordeste,Superior,M,Outro,1,36,5,7,1
33156,Logistica,Sul,Superior,F,Outro,1,27,3,2,0
5279,Logistica,Sul,Mestrado ou Doutorado,F,Outsourcing,1,36,3,9,0
13105,Tecnologia,Sudeste,Ensino Medio,F,Indicado,1,23,,1,0
24723,Finance,Sul,Superior,F,Outro,1,42,5,9,0
19705,Tecnologia,Sul,Superior,M,Outsourcing,1,35,3,9,0
77879,Analytics,Sudeste,Mestrado ou Doutorado,M,Outro,2,36,5,7,0
70414,Marketing,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,31,3,5,0
69560,Contabilidade,Sul,,M,Outsourcing,1,35,3,4,0
26296,Tecnologia,Sul,Superior,F,Outro,1,48,1,8,0
36500,Logistica,Norte,Superior,M,Outsourcing,2,37,3,10,0
16002,Logistica,Sul,Ensino Medio,M,Outro,1,26,,1,0
54374,Marketing,Nordeste,Superior,M,Outsourcing,2,30,3,5,0
2255,Marketing,Nordeste,Superior,M,Indicado,1,28,4,1,0
18383,Analytics,Norte,Superior,M,Outro,1,29,5,2,0
67343,RH,Centro,Superior,M,Outro,1,40,5,4,0
73873,Logistica,Nordeste,Mestrado ou Doutorado,M,Outro,1,36,5,7,0
69487,Marketing,Sul,Superior,M,Outro,2,36,1,10,0
42525,Marketing,Norte,Superior,M,Outsourcing,2,33,3,7,0
4361,Contabilidade,Norte,Superior,M,Outsourcing,1,32,4,6,0
70219,Finance,Sul,,M,Outro,1,39,3,7,0
11040,Tecnologia,Nordeste,Superior,M,Outsourcing,1,32,3,3,0
63902,Analytics,Nordeste,Superior,F,Outsourcing,1,27,4,2,1
46284,Contabilidade,Sudeste,Mestrado ou Doutorado,F,Outro,1,46,3,17,0
9004,Marketing,Sul,Superior,M,Outro,4,29,1,2,0
77260,Marketing,Nordeste,Superior,M,Outro,1,28,3,2,0
57787,Tecnologia,Nordeste,Superior,F,Outro,1,38,1,3,0
3966,Contabilidade,Norte0,Superior,F,Outro,1,33,5,2,1
53038,Marketing,Nordeste,Superior,M,Outro,2,31,1,4,0
20478,RH,Norte2,Mestrado ou Doutorado,M,Outro,1,36,3,9,0
30211,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outro,2,33,3,6,0
50645,Contabilidade,Sul,Mestrado ou Doutorado,M,Outsourcing,1,54,5,8,0
26594,Logistica,Nordeste,Superior,M,Outro,1,43,1,6,0
10660,Marketing,Sudeste,Superior,M,Outro,1,25,3,3,0
61722,Contabilidade,Sul,Superior,M,Outsourcing,2,29,3,6,0
15672,Marketing,Sudeste,Mestrado ou Doutorado,F,Outro,1,32,3,6,0
57003,Pesquisa,Nordeste,Superior,M,Outro,2,29,5,2,0
26475,Tecnologia,Sudeste,Superior,F,Outsourcing,2,32,3,9,0
2754,Marketing,Norte,Superior,M,Outsourcing,1,26,4,3,0
76290,Marketing,Sul,Superior,M,Outro,1,39,3,7,0
41508,Tecnologia,Centro,Superior,M,Outsourcing,1,28,,1,0
21807,Logistica,Sudeste,Superior,M,Outsourcing,1,30,,1,0
42176,Logistica,Sudeste,Superior,F,Outro,1,34,2,7,0
38081,Tecnologia,Sul,Mestrado ou Doutorado,M,Outro,1,39,2,4,0
6255,Analytics,Sudeste,Superior,M,Outro,2,34,3,5,0
67220,Marketing,Sul,Superior,M,Outsourcing,1,57,5,18,0
40210,Tecnologia,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,35,5,4,1
70228,Contabilidade,Sudeste,Mestrado ou Doutorado,F,Outro,1,39,5,5,1
71384,Contabilidade,Sul,,M,Outsourcing,1,32,4,6,0
5720,Marketing,Norte,Superior,M,Outsourcing,2,32,1,5,0
15566,Marketing,Norte,Superior,F,Outro,1,29,5,4,0
59777,Contabilidade,Sul,Superior,F,Outro,1,33,3,6,0
62685,Logistica,Norte2,Superior,F,Outro,1,41,5,9,0
52161,Marketing,Sul,Superior,M,Indicado,1,40,5,8,1
55783,Analytics,Nordeste,Superior,F,Outsourcing,1,31,3,4,0
65281,Tecnologia,Sul,Superior,M,Outro,1,23,,1,0
5667,Marketing,Sudeste,Mestrado ou Doutorado,M,Outro,1,55,3,8,0
36974,Marketing,Sul,Mestrado ou Doutorado,M,Outro,1,53,3,6,0
18344,Logistica,Sul,Mestrado ou Doutorado,M,Outsourcing,2,39,3,10,0
22093,Tecnologia,Sul,Superior,M,Outro,2,32,3,6,0
16057,Analytics,Nordeste,,M,Outsourcing,1,31,5,3,0
61205,Contabilidade,Norte,Superior,M,Outsourcing,1,30,5,5,0
44889,Marketing,Nordeste,Superior,M,Outsourcing,2,26,,1,0
18656,Tecnologia,Sudeste,Superior,M,Outro,1,33,3,6,0
69851,Tecnologia,Sul,Superior,F,Outro,1,29,2,4,0
44999,Logistica,Sul,Superior,F,Outro,1,27,4,4,0
37080,Marketing,Norte2,Superior,F,Outro,1,30,3,5,0
28917,Logistica,Sul,,M,Outro,1,39,1,5,0
14903,Contabilidade,Centro,Superior,F,Outsourcing,1,33,3,9,0
13926,Logistica,Sul,Superior,F,Outsourcing,1,34,3,4,1
52889,Marketing,Norte,Superior,M,Outro,2,32,1,4,0
46438,Contabilidade,Nordeste,Superior,M,Outsourcing,2,28,,1,0
71754,RH,Nordeste,Mestrado ou Doutorado,F,Outro,1,33,3,5,0
6932,Marketing,Sudeste,Superior,M,Outro,1,28,3,4,0
37773,Logistica,Sudeste,,M,Outsourcing,1,29,3,3,0
34138,Marketing,Sudeste,Superior,F,Outsourcing,1,40,1,5,0
932,Contabilidade,Sul,Superior,F,Outro,2,38,4,4,0
36551,Marketing,Sudeste,Superior,M,Outro,3,32,1,5,0
54870,Analytics,Nordeste,Superior,M,Outro,1,30,3,6,0
44817,Marketing,Nordeste,Superior,M,Outsourcing,2,33,1,8,0
27466,Pesquisa,Nordeste,Superior,M,Indicado,2,29,5,2,0
54695,Marketing,Sudeste,Superior,M,Outsourcing,1,35,3,4,0
28796,Analytics,Nordeste,Superior,F,Outro,2,26,3,2,0
32200,Marketing,Sul,Superior,F,Outro,1,36,3,8,0
9102,Marketing,Sul,Superior,M,Indicado,1,38,3,8,0
12250,Marketing,Sudeste,,M,Outsourcing,1,28,2,5,0
3503,Contabilidade,Sul,Superior,M,Outsourcing,2,37,1,8,0
10341,Tecnologia,Nordeste,Superior,M,Outro,3,26,,1,0
47968,Analytics,Nordeste,Superior,M,Outro,1,34,1,3,0
20665,Marketing,Nordeste,Mestrado ou Doutorado,M,Outro,2,39,1,8,0
35540,Analytics,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,31,5,4,0
58797,Analytics,Sudeste,Superior,F,Outsourcing,1,31,4,3,0
61526,Marketing,Sul,Superior,M,Outro,1,42,5,4,0
46453,Marketing,Sul,Mestrado ou Doutorado,F,Outro,1,49,2,2,0
38309,Tecnologia,Nordeste,Mestrado ou Doutorado,M,Outro,1,50,3,5,0
28225,Analytics,Nordeste,Superior,M,Outsourcing,1,28,3,3,0
34724,Tecnologia,Sudeste,Superior,M,Outro,1,38,1,3,0
66385,Logistica,Sudeste,Superior,M,Outro,1,39,3,5,0
36459,Marketing,Norte,Superior,M,Outsourcing,1,33,2,9,0
7006,Analytics,Nordeste,Superior,M,Indicado,1,29,3,2,0
30914,Analytics,Nordeste,Superior,M,Outsourcing,1,28,3,4,0
42354,Contabilidade,Sul,Mestrado ou Doutorado,F,Outsourcing,3,34,3,8,0
39560,Tecnologia,Nordeste,Superior,M,Outsourcing,1,31,4,3,0
22791,Marketing,Norte,Mestrado ou Doutorado,M,Outro,1,43,3,7,0
41594,Contabilidade,Norte,Mestrado ou Doutorado,F,Outro,1,37,4,8,0
40965,Logistica,Nordeste,Mestrado ou Doutorado,F,Outro,1,38,5,8,1
69888,Finance,Sudeste,Superior,M,Outro,1,36,3,7,0
38525,Contabilidade,Sul,Superior,M,Outsourcing,2,30,3,5,0
55546,Analytics,Norte,Superior,M,Outsourcing,1,32,3,5,0
33363,Marketing,Sul,Superior,M,Outro,2,31,1,5,0
59439,Logistica,Sul,Mestrado ou Doutorado,M,Outsourcing,1,38,4,4,0
73123,RH,Sudeste,Mestrado ou Doutorado,M,Outro,1,32,3,7,0
15358,Analytics,Norte2,,F,Outro,1,28,1,2,0
14918,Contabilidade,Centro,Mestrado ou Doutorado,M,Outro,1,41,5,15,0
27076,Marketing,Sul,Mestrado ou Doutorado,F,Outro,1,43,3,3,0
44466,Marketing,Norte3,Superior,M,Outro,1,37,5,7,0
56888,Logistica,Sul,Superior,M,Outro,1,30,5,2,0
15913,Marketing,Sul,Mestrado ou Doutorado,M,Outsourcing,1,29,3,6,0
72937,Marketing,Nordeste,Mestrado ou Doutorado,F,Outsourcing,1,43,1,2,0
69728,Tecnologia,Sul,Mestrado ou Doutorado,M,Outsourcing,1,53,3,4,0
59452,Tecnologia,Nordeste,Mestrado ou Doutorado,F,Outsourcing,1,31,4,5,1
21368,Logistica,Sudeste,Mestrado ou Doutorado,M,Outro,1,40,2,15,0
33609,Marketing,Sul,Superior,M,Outsourcing,1,60,3,8,0
53955,Marketing,Sul,Mestrado ou Doutorado,F,Outro,1,37,2,3,0
47069,Logistica,Sudeste,Superior,F,Outsourcing,1,30,5,4,0
71412,Logistica,Nordeste,Superior,M,Outro,2,26,,1,0
6691,Contabilidade,Nordeste,Superior,M,Outro,2,34,3,4,0
17027,Marketing,Norte,Superior,M,Outsourcing,1,31,3,4,0
39291,Logistica,Nordeste,Mestrado ou Doutorado,M,Outsourcing,2,40,5,9,0
27575,Analytics,Norte,Superior,M,Outro,2,26,3,2,0
6247,Marketing,Sul,Superior,M,Outro,4,33,5,6,0
45365,Marketing,Norte,Superior,M,Outsourcing,1,28,4,3,0
38999,Marketing,Sul,Mestrado ou Doutorado,M,Outsourcing,1,45,3,2,0
46888,Marketing,Nordeste,Superior,M,Outsourcing,3,37,4,7,0
12555,Tecnologia,Sudeste,Mestrado ou Doutorado,M,Outro,1,51,1,19,0
23243,Marketing,Sul,Superior,M,Outsourcing,3,36,1,7,0
76824,Tecnologia,Sul,Superior,M,Outro,1,32,3,5,0
29301,Marketing,Sudeste,Superior,M,Outsourcing,1,31,3,6,0
65646,Logistica,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,43,3,11,0
49243,Analytics,Norte,Mestrado ou Doutorado,M,Outsourcing,1,44,5,5,1
13641,Tecnologia,Nordeste,Superior,M,Outro,2,29,3,4,0
67990,Analytics,Nordeste,Superior,M,Outsourcing,2,26,3,4,0
77474,Analytics,Nordeste,Superior,M,Outro,1,27,1,4,0
54994,Marketing,Nordeste,Superior,M,Outsourcing,1,27,,1,0
10616,Marketing,Sul,Superior,M,Outro,1,26,2,2,0
34343,Marketing,Nordeste,Superior,M,Outro,2,30,1,3,0
36970,Logistica,Centro,Superior,M,Outro,1,32,4,5,0
23861,Marketing,Sudeste,Superior,M,Outro,1,27,3,2,0
46765,Tecnologia,Sul,Superior,M,Indicado,1,26,1,5,1
43658,Logistica,Nordeste,Superior,M,Outro,2,47,4,14,0
72343,Marketing,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,53,3,2,0
59495,Marketing,Sul,Superior,M,Outro,2,30,4,7,0
25179,Marketing,Sudeste,Superior,M,Outro,1,42,1,14,1
73724,Analytics,Norte,Mestrado ou Doutorado,M,Outsourcing,1,35,4,4,0
10366,Contabilidade,Sudeste,Mestrado ou Doutorado,M,Outsourcing,3,48,2,19,1
20340,Marketing,Sul,Superior,M,Outro,1,56,5,15,0
9332,Marketing,Nordeste,Superior,M,Outsourcing,1,31,5,4,0
77129,Marketing,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,47,5,15,0
35694,Analytics,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,32,4,4,0
67788,Logistica,Sudeste,Superior,M,Outsourcing,2,31,5,7,0
33318,Tecnologia,Nordeste,Superior,M,Outsourcing,1,25,3,3,0
55902,Tecnologia,Sul,Mestrado ou Doutorado,M,Outsourcing,1,39,5,8,0
68689,Logistica,Centro,Superior,F,Outsourcing,1,29,4,5,0
42066,Logistica,Sul,Superior,M,Outsourcing,1,31,5,3,0
64528,Logistica,Sul,Superior,F,Outro,1,39,3,8,0
67782,Marketing,Sul,Superior,M,Outro,1,38,3,9,0
69177,Marketing,Sudeste,Superior,M,Outro,1,31,4,5,0
41007,Logistica,Norte,Superior,F,Outro,1,26,,1,0
31493,RH,Norte2,Superior,F,Outro,1,33,5,3,1
20701,Tecnologia,Sudeste,Superior,M,Outsourcing,1,30,3,3,1
65637,Logistica,Nordeste,Superior,F,Outsourcing,2,39,2,10,0
37842,Logistica,Norte,Superior,F,Outro,1,35,3,3,0
37893,Logistica,Sul,Mestrado ou Doutorado,M,Outro,1,54,5,13,1
60011,Marketing,Sul,Mestrado ou Doutorado,F,Outsourcing,2,45,2,14,0
59706,Marketing,Norte,,M,Outsourcing,1,23,1,2,0
32950,Tecnologia,Sudeste,Mestrado ou Doutorado,F,Outro,1,34,5,10,1
58230,Logistica,Sudeste,Mestrado ou Doutorado,M,Outro,1,43,3,6,0
40375,Contabilidade,Sul,Superior,M,Outsourcing,1,54,3,7,0
36178,Logistica,Nordeste,Superior,M,Outsourcing,1,37,3,9,0
37484,Logistica,Nordeste,Superior,M,Outro,1,29,2,3,0
72702,Marketing,Nordeste,Mestrado ou Doutorado,M,Outro,1,29,1,3,0
51425,Marketing,Sudeste,Superior,M,Outro,1,26,3,5,0
23825,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,44,3,5,0
37783,Logistica,Sul,Superior,M,Outro,3,32,5,6,0
64393,Marketing,Sudeste,Mestrado ou Doutorado,M,Outro,1,46,5,19,0
32678,Logistica,Centro,Superior,F,Outro,1,27,3,2,0
31682,Finance,Nordeste,Superior,M,Outsourcing,1,34,4,6,0
19480,Finance,Nordeste,Superior,F,Outro,1,29,5,2,1
12677,Tecnologia,Nordeste,Superior,F,Outsourcing,1,28,1,3,0
52795,Contabilidade,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,45,5,15,1
52024,Contabilidade,Nordeste,Superior,M,Outsourcing,1,35,3,5,0
50094,Pesquisa,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,28,1,4,0
2640,RH,Sul,Mestrado ou Doutorado,M,Outro,1,54,3,13,0
18859,Analytics,Sul,Mestrado ou Doutorado,M,Outro,2,39,5,10,1
35986,Marketing,Sul,Superior,M,Outro,2,25,1,3,0
4998,Tecnologia,Sul,Superior,M,Outsourcing,1,34,3,3,0
33899,Finance,Sudeste,Ensino Medio,M,Outsourcing,1,26,5,2,0
17292,Marketing,Nordeste,,M,Outro,1,27,1,3,0
37213,Marketing,Sudeste,Superior,F,Outro,1,29,5,3,0
24220,Logistica,Sul,Superior,M,Outsourcing,1,57,3,3,0
9904,Analytics,Sul,,M,Outsourcing,1,26,3,2,0
17847,Pesquisa,Nordeste,Superior,M,Outro,1,39,3,9,0
60970,Tecnologia,Sul,Ensino Medio,F,Outsourcing,1,24,1,2,0
13708,Marketing,Sudeste,Superior,F,Outsourcing,1,27,3,4,0
29226,Analytics,Sudeste,Superior,M,Outsourcing,1,31,3,9,0
71722,Tecnologia,Norte,Mestrado ou Doutorado,M,Outro,1,34,3,5,1
42461,RH,Nordeste,Superior,F,Outro,1,28,3,4,0
4574,Marketing,Norte,Superior,M,Outro,1,50,1,7,0
14533,Analytics,Nordeste,,F,Outro,1,28,3,4,0
55412,Analytics,Nordeste,Superior,M,Outsourcing,2,30,3,6,0
52502,Marketing,Norte,Superior,M,Outro,1,29,4,2,0
21948,Logistica,Sul,Superior,M,Outro,1,38,3,5,0
58340,Analytics,Sul,Superior,M,Outro,1,32,5,3,0
23018,Finance,Sudeste,Mestrado ou Doutorado,M,Outro,1,35,3,8,0
5858,Marketing,Nordeste,Superior,M,Outsourcing,4,28,3,6,0
12332,Marketing,Nordeste,Superior,M,Outro,1,38,4,3,0
13759,Marketing,Nordeste,,M,Outro,3,28,,1,0
76090,Legal,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,39,4,10,0
24233,Analytics,Sudeste,Superior,M,Outsourcing,1,40,3,12,0
42254,Analytics,Sul,Mestrado ou Doutorado,M,Outro,1,39,5,7,0
47204,RH,Sul,Superior,F,Outro,1,33,4,7,0
5319,Marketing,Sul,Superior,M,Outro,1,36,3,8,0
41778,Marketing,Sul,Mestrado ou Doutorado,M,Outro,1,56,5,3,0
24464,Marketing,Sudeste,Superior,M,Outsourcing,1,29,5,4,0
15990,Tecnologia,Nordeste,Superior,M,Indicado,1,27,1,2,0
58598,Marketing,Sudeste,Superior,M,Outsourcing,1,44,3,4,0
41436,Tecnologia,Nordeste,Superior,M,Outro,1,28,2,5,0
32311,Marketing,Norte,Superior,M,Outsourcing,1,32,1,2,0
64771,RH,Sul,Superior,M,Outro,1,38,3,3,0
13408,Marketing,Sul,Superior,M,Outro,1,39,4,12,0
29952,Tecnologia,Nordeste,Mestrado ou Doutorado,F,Outsourcing,2,31,1,3,0
44669,Logistica,Nordeste,Superior,M,Outro,1,25,3,2,0
4115,Marketing,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,31,4,7,0
73817,Logistica,Nordeste,Superior,M,Outro,1,33,3,9,1
19055,Legal,Nordeste,Superior,F,Outsourcing,1,32,5,5,0
66844,Marketing,Sul,Superior,M,Outro,1,35,5,10,0
51896,Marketing,Sul,Mestrado ou Doutorado,M,Outro,1,39,4,9,0
32268,Contabilidade,Nordeste,Mestrado ou Doutorado,M,Outsourcing,1,36,5,7,1
53678,Marketing,Centro,Superior,M,Outsourcing,1,34,3,8,0
8344,Marketing,Norte2,Superior,M,Outro,2,30,,1,1
26856,Finance,Sul,Superior,M,Outro,2,24,,1,0
78027,Contabilidade,Nordeste,Superior,M,Outro,1,28,3,6,0
22305,Logistica,Sul,Superior,M,Outro,1,48,3,6,0
45963,Logistica,Nordeste,Superior,M,Outro,1,32,5,2,0
49313,Logistica,Norte2,Superior,F,Outro,1,27,4,2,0
23839,Contabilidade,Sul,Mestrado ou Doutorado,F,Outro,1,34,3,3,1
36615,Marketing,Centro,Superior,M,Outro,1,47,2,5,0
66861,Legal,Nordeste,Superior,M,Outro,1,27,,1,0
61157,Analytics,Sudeste,Superior,M,Outro,1,29,5,4,0
24688,Marketing,Sul,Superior,F,Outro,1,35,1,8,0
65814,RH,Sudeste,Superior,F,Outro,1,26,3,3,0
5073,Logistica,Nordeste,Mestrado ou Doutorado,M,Outro,1,36,2,8,0
27027,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,37,4,2,1
32883,Tecnologia,Norte,Mestrado ou Doutorado,F,Outro,2,32,1,2,1
26689,Contabilidade,Sul,Superior,F,Outro,2,39,4,8,0
3459,Logistica,Sul,Mestrado ou Doutorado,M,Outsourcing,1,37,5,11,0
47715,Marketing,Nordeste,Superior,M,Outro,1,29,4,5,0
56984,Marketing,Nordeste,Superior,M,Outro,2,28,3,3,0
37488,Tecnologia,Sul,Superior,M,Outro,1,24,4,2,1
75783,Tecnologia,Nordeste,Superior,M,Outsourcing,4,28,3,4,0
30636,Logistica,Sudeste,Superior,F,Outro,1,34,3,6,0
30069,RH,Nordeste,Mestrado ou Doutorado,F,Outro,1,35,5,7,0
11980,Contabilidade,Sul,Superior,M,Outro,1,38,1,11,0
26446,Contabilidade,Sudeste,Superior,F,Outsourcing,1,23,3,2,0
16844,Contabilidade,Nordeste,Superior,F,Outsourcing,1,33,5,6,1
64583,Analytics,Sul,Mestrado ou Doutorado,M,Outsourcing,2,36,4,7,0
75176,Marketing,Sul,Superior,F,Outro,1,35,3,2,0
20013,Marketing,Nordeste,Superior,M,Outsourcing,1,23,3,1,0
27189,Contabilidade,Nordeste,Mestrado ou Doutorado,F,Outsourcing,1,41,5,13,1
48806,RH,Sul,Mestrado ou Doutorado,F,Outro,1,58,5,5,0
10071,RH,Sul,Mestrado ou Doutorado,F,Outsourcing,1,60,5,3,0
35878,RH,Sul,Mestrado ou Doutorado,M,Outro,1,36,1,8,0
47906,Contabilidade,Sul,Ensino Medio,M,Outsourcing,1,21,5,2,0
30692,Marketing,Sudeste,,M,Outsourcing,1,22,,1,1
19720,Logistica,Norte2,Superior,M,Outro,1,36,5,9,0
59743,Contabilidade,Sul,Mestrado ou Doutorado,M,Outsourcing,1,58,4,3,0
18018,Logistica,Sudeste,Superior,F,Outro,1,34,5,5,0
40709,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,2,41,2,10,0
74322,Analytics,Norte0,Superior,M,Outsourcing,1,30,3,8,0
31256,Logistica,Nordeste,Superior,F,Outro,1,31,5,6,1
4811,Tecnologia,Nordeste,Superior,F,Outro,1,29,2,2,0
13376,RH,Nordeste,Superior,M,Outro,1,30,3,3,0
71922,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,32,3,7,0
59564,Contabilidade,Nordeste,Superior,M,Outro,1,31,4,2,0
52117,Analytics,Sul,,M,Outro,2,31,1,7,0
15437,Marketing,Nordeste,Superior,F,Outro,1,27,,1,0
50342,Contabilidade,Sul,Superior,F,Outsourcing,1,42,4,2,1
57731,Contabilidade,Sudeste,Superior,F,Outsourcing,3,35,2,10,0
21815,Contabilidade,Sudeste,Superior,M,Outsourcing,3,31,5,7,0
38072,Logistica,Sudeste,Mestrado ou Doutorado,F,Outro,1,43,4,5,0
65987,Marketing,Norte,Superior,M,Outsourcing,1,30,3,6,0
38828,Tecnologia,Nordeste,Superior,M,Outsourcing,1,30,5,2,0
45412,Marketing,Nordeste,Superior,M,Outsourcing,1,40,3,7,0
50007,Marketing,Sul,Mestrado ou Doutorado,F,Outsourcing,1,33,5,7,0
41277,Contabilidade,Sul,Superior,M,Outsourcing,2,45,3,6,0
74282,Analytics,Sul,Mestrado ou Doutorado,M,Outro,2,31,5,6,0
39894,Marketing,Nordeste,Superior,M,Outro,3,27,,1,0
47291,Marketing,Centro,Superior,F,Outro,2,27,5,2,0
33456,Logistica,Nordeste,Superior,M,Outsourcing,1,28,5,2,0
13385,Marketing,Norte,Mestrado ou Doutorado,M,Outro,1,47,3,4,0
16728,Analytics,Nordeste,Superior,M,Outsourcing,1,23,3,2,0
21141,Finance,Sudeste,Mestrado ou Doutorado,F,Outsourcing,1,31,1,7,0
20364,Tecnologia,Sudeste,Superior,F,Outsourcing,1,29,5,4,0
35229,Logistica,Nordeste,Superior,M,Outro,1,45,4,14,0
39073,Marketing,Norte2,Superior,M,Outro,1,30,2,6,0
66475,Logistica,Sudeste,Superior,M,Outsourcing,2,40,5,4,0
18821,Contabilidade,Sudeste,Superior,F,Outsourcing,1,32,3,4,0
16079,Tecnologia,Sul,Superior,M,Outro,1,44,4,11,0
77323,Finance,Sudeste,Superior,M,Outsourcing,1,37,5,11,0
58535,Logistica,Nordeste,Superior,M,Outsourcing,1,39,3,3,0
15466,Analytics,Nordeste,Superior,M,Outsourcing,1,28,,1,0
16901,Tecnologia,Sudeste,Superior,M,Outro,2,33,3,5,0
77764,Marketing,Nordeste,Superior,F,Outsourcing,1,30,5,4,0
8050,Tecnologia,Nordeste,Superior,M,Outro,1,30,4,6,0
13609,Marketing,Sul,Superior,M,Outsourcing,1,49,5,10,0
71814,Logistica,Nordeste,Superior,F,Outsourcing,1,30,2,7,0
62491,Marketing,Sudeste,,M,Outro,1,23,,1,0
7105,Contabilidade,Nordeste,Superior,F,Outro,1,31,4,3,0
36710,Tecnologia,Sul,Superior,F,Outsourcing,1,29,4,4,0
33888,Contabilidade,Centro,Superior,F,Outsourcing,1,32,3,6,0
66773,Marketing,Sudeste,Mestrado ou Doutorado,F,Outsourcing,1,36,5,2,1
52066,Analytics,Centro,Mestrado ou Doutorado,M,Outsourcing,1,41,5,8,1
42572,Logistica,Nordeste,Mestrado ou Doutorado,F,Outro,1,45,4,5,0
36174,Marketing,Sudeste,Superior,M,Outsourcing,2,35,1,7,0
7525,Marketing,Sudeste,Mestrado ou Doutorado,M,Outsourcing,1,35,4,7,0
14373,Logistica,Sudeste,Superior,M,Outsourcing,1,36,3,6,0
22226,Contabilidade,Sudeste,Superior,M,Outsourcing,1,30,,1,0
38170,Marketing,Sudeste,Superior,M,Outsourcing,1,50,1,6,0
52879,Tecnologia,Sul,Mestrado ou Doutorado,F,Outsourcing,4,41,4,5,0
25221,Marketing,Nordeste,Mestrado ou Doutorado,M,Outro,1,54,3,5,0
